"","Detail","Price","Mileage"
"952","2009 Porsche Boxster ","$30,590","77,304 mi."
"953","2012 Porsche Cayenne Base","$16,981","176,689 mi."
"954","2016 Porsche Macan S","$36,590","51,074 mi."
"955","2005 Porsche Cayenne S","$8,980","119,573 mi."
"956","2015 Porsche Macan S","$25,995","100,304 mi."
"957","2015 Porsche Macan Turbo","$39,400","54,031 mi."
"958","2020 Porsche 911 Carrera","$125,000","3,637 mi."
"959","2011 Porsche 911 Carrera S","$66,800","44,070 mi."
"960","1997 Porsche 911 Carrera Cabriolet","$89,000","47,168 mi."
"961","2008 Porsche Cayenne Turbo","$19,500","114,230 mi."
"962","2007 Porsche Boxster ","$17,500","106,726 mi."
"963","2006 Porsche Cayenne Turbo","$10,000","107,825 mi."
"964","2009 Porsche Boxster S","$36,590","51,853 mi."
"965","2019 Porsche Macan S","$56,990","19,775 mi."
"966","2010 Porsche Boxster S","$39,990","39,961 mi."
"967","2017 Porsche Macan S","$36,990","70,929 mi."
"968","2011 Porsche Boxster S","$44,590","25,286 mi."
"969","2015 Porsche Macan Turbo","$43,990","64,707 mi."
"970","2009 Porsche Boxster ","$35,995","32,078 mi."
"971","2021 Porsche Macan Base","$58,995","11,091 mi."
"972","2021 Porsche Macan Base","$58,995","10,629 mi."
"973","2015 Porsche 911 Carrera 4 GTS","$119,995","9,167 mi."
"974","2011 Porsche Cayenne Base","$26,990","60,507 mi."
"975","2017 Porsche 911 Carrera S","$109,995","26,121 mi."
"976","2022 Porsche 911 Targa 4S","$219,756","579 mi."
"977","2020 Porsche 911 Carrera 4S","$159,985","1,765 mi."
"978","2019 Porsche 718 Boxster Base","$70,095","13,132 mi."
"979","2020 Porsche 911 Carrera 4S","$157,985","13,015 mi."
"980","2016 Porsche Boxster Base","$49,998","17,669 mi."
"981","2010 Porsche Boxster ","$32,990","44,118 mi."
"982","2017 Porsche Cayenne ","$30,999","82,116 mi."
"983","2006 Porsche 911 Carrera 4S","$50,000","85,099 mi."
"984","2009 Porsche Boxster ","$31,590","54,979 mi."
"985","2017 Porsche 911 Carrera","$109,900","15,088 mi."
"986","2001 Porsche Boxster ","$13,999","95,257 mi."
"987","2010 Porsche Panamera 4S","$28,998","97,529 mi."
"988","2021 Porsche Cayenne S","$95,550","15,239 mi."
"989","2020 Porsche Panamera 4","$77,573","52,110 mi."
"990","2017 Porsche Macan S","$30,994","84,671 mi."
"991","2019 Porsche Cayenne E-Hybrid Base","$80,590","12,174 mi."
"992","2013 Porsche Boxster Base","$46,990","15,980 mi."
"993","2005 Porsche 911 Turbo S","$89,995","35,344 mi."
"994","2018 Porsche Cayenne Platinum Edition","$51,988","45,680 mi."
"995","2016 Porsche Cayenne GTS","$45,900","65,152 mi."
"996","2017 Porsche Cayenne Platinum Edition","$31,995","94,458 mi."
"997","2018 Porsche Panamera E-Hybrid 4","$75,961","48,338 mi."
"998","2020 Porsche Taycan 4S","$118,282","20,377 mi."
"999","2019 Porsche 718 Cayman Base","$68,079","10,832 mi."
"1000","2018 Porsche 911 Targa 4S","$146,494","49,539 mi."
"1001","2019 Porsche 718 Cayman GTS","$83,861","28,163 mi."
"1002","2021 Porsche Cayenne S","$94,215","9,201 mi."
"1003","2019 Porsche Cayenne Base","$64,936","26,055 mi."
"1004","2017 Porsche 718 Cayman S","$74,461","9,172 mi."
"1005","2021 Porsche Cayenne GTS","$119,566","36,549 mi."
"1006","2016 Porsche Macan S","$40,814","48,051 mi."
"1007","2019 Porsche 911 Carrera 4S","$135,272","13,975 mi."
"1008","2015 Porsche Macan Turbo","$42,595","73,086 mi."
"1009","2016 Porsche Cayenne Base","$29,994","85,137 mi."
"1010","2015 Porsche Cayenne Turbo","$36,580","104,473 mi."
"1011","2018 Porsche Macan GTS","$52,933","46,915 mi."
"1012","2018 Porsche Panamera Base","$66,500","41,730 mi."
"1013","2006 Porsche 911 Carrera 4S Cabriolet","$40,900","80,625 mi."
"1014","2016 Porsche Macan Turbo","$44,995","35,824 mi."
"1015","2018 Porsche 911 Carrera S","$119,995","22,266 mi."
"1016","1974 Porsche 914 ","$25,799","95,420 mi."
"1017","2012 Porsche 911 Carrera S","$69,900","79,192 mi."
"1018","2021 Porsche Taycan Turbo","$151,900","21,583 mi."
"1019","2011 Porsche Cayenne Turbo","$37,999","43,902 mi."
"1020","2017 Porsche Cayenne Platinum Edition","Not Priced","63,269 mi."
"1021","2020 Porsche Macan S","Not Priced","19,525 mi."
"1022","2020 Porsche Cayenne S","$81,900","33,393 mi."
"1023","2019 Porsche Panamera GTS","$119,900","11,729 mi."
"1024","2014 Porsche Panamera Turbo","$55,900","60,550 mi."
"1025","2008 Porsche 911 Carrera S Cabriolet","$55,900","28,622 mi."
"1026","2017 Porsche 911 Carrera","$84,900","36,084 mi."
"1027","2020 Porsche Panamera GTS","Not Priced","36,450 mi."
"1028","2012 Porsche 911 Carrera","Not Priced","31,654 mi."
"1029","2018 Porsche Macan GTS","Not Priced","44,355 mi."
"1030","2017 Porsche Macan GTS","$41,995","61,951 mi."
"1031","2017 Porsche Macan GTS","$39,745","76,852 mi."
"1032","2017 Porsche Macan GTS","$43,649","59,923 mi."
"1033","2008 Porsche Boxster S","$26,995","68,020 mi."
"1034","2018 Porsche Macan S","$34,987","65,386 mi."
"1035","2012 Porsche Panamera 4","$31,987","76,466 mi."
"1036","2017 Porsche Panamera 4","$59,987","55,269 mi."
"1037","2015 Porsche Cayenne E-Hybrid S","$45,000","43,890 mi."
"1038","2020 Porsche Panamera 4S","$94,900","28,340 mi."
"1039","2019 Porsche Cayenne S","$69,000","38,179 mi."
"1040","2019 Porsche Cayenne S","$67,900","50,406 mi."
"1041","2022 Porsche 911 Turbo S","$269,000","3,237 mi."
"1042","2018 Porsche Macan Base","$40,000","59,549 mi."
"1043","2022 Porsche 718 Boxster Base","Not Priced","6,547 mi."
"1044","2014 Porsche Panamera Turbo","$49,000","64,908 mi."
"1045","2018 Porsche Panamera Sport Turismo Turbo","$105,991","16,154 mi."
"1046","2018 Porsche 911 GT3","$191,640","7,300 mi."
"1047","2019 Porsche Panamera E-Hybrid 4","$75,850","39,277 mi."
"1048","2006 Porsche Boxster Base","$22,900","63,500 mi."
"1049","2008 Porsche 911 Turbo Cabriolet","$78,500","51,000 mi."
"1050","2011 Porsche Boxster Base","$24,777","87,068 mi."
"1051","2021 Porsche 911 Carrera","$103,995","15,573 mi."
"1052","2012 Porsche Cayenne S","Not Priced","114,793 mi."
"1053","2003 Porsche Boxster S","Not Priced","66,284 mi."
"1054","2005 Porsche Carrera GT Base (M6)","$1,179,000","14,576 mi."
"1055","2015 Porsche 911 Turbo S","Not Priced","26,095 mi."
"1056","2015 Porsche 911 GT3","$159,800","17,756 mi."
"1057","2021 Porsche 718 Cayman COUPE! SEATS! PDK! LOW MILES! CLEAN CARFAX!","$68,800","15,379 mi."
"1058","2018 Porsche 911 GT3","$274,800","3,676 mi."
"1059","2020 Porsche Cayenne Turbo","$105,800","50,862 mi."
"1060","2022 Porsche 911 Carrera 4 GTS","$199,800","15 mi."
"1061","2022 Porsche 911 Carrera S","$184,800","2,956 mi."
"1062","2019 Porsche 911 GT3 RS","$315,800","8,590 mi."
"1063","2020 Porsche Cayenne S","$80,800","25,851 mi."
"1064","2021 Porsche 911 Targa 4S","$199,800","6,505 mi."
"1065","2014 Porsche 911 Turbo S","Not Priced","33,059 mi."
"1066","2005 Porsche Carrera GT ","Not Priced","1,230 mi."
"1067","2015 Porsche 918 Spyder ONLY 1 592 MILES! RARE LTS INTERIOR! FULL PPF! LOA","Not Priced","1,592 mi."
"1068","2003 Porsche 911 Carrera","$42,986","23,327 mi."
"1069","2014 Porsche 911 Carrera","$69,990","72,288 mi."
"1070","2002 Porsche 911 Carrera 4 Cabriolet","$30,695","59,193 mi."
"1071","2017 Porsche 718 Boxster Base","$42,999","63,245 mi."
"1072","1971 Porsche 911 Base","$79,950","42,832 mi."
"1073","2014 Porsche Cayenne Platinum Edition","Not Priced","163,346 mi."
"1074","2006 Porsche 911 Carrera 4S Cabriolet","$49,995","43,244 mi."
"1075","2017 Porsche Panamera 4S","$69,999","32,562 mi."
"1076","2021 Porsche Macan Base","$58,994","4,001 mi."
"1077","2021 Porsche Macan GTS","$86,994","8,870 mi."
"1078","2020 Porsche 911 Carrera S","$132,994","15,700 mi."
"1079","2014 Porsche 911 50th Anniversary Edition","$149,899","18,739 mi."
"1080","2015 Porsche 911 Turbo S","$144,994","39,096 mi."
"1081","2021 Porsche 911 Turbo S","Not Priced","6,412 mi."
"1082","2006 Porsche Cayenne S","$7,950","165,504 mi."
"1083","2004 Porsche Cayenne V6","$10,249","70,689 mi."
"1084","2005 Porsche Boxster Base (M5)","$17,999","49,993 mi."
"1085","2003 Porsche Boxster Base (M5)","$13,999","61,190 mi."
"1086","2015 Porsche 911 Carrera","$77,000","42,440 mi."
"1087","2020 Porsche Macan S","$62,995","18,012 mi."
"1088","2005 Porsche 911 Carrera C2S","$48,499","61,000 mi."
"1089","2017 Porsche Macan GTS","$34,190","106,950 mi."
"1090","2011 Porsche Boxster Base","$19,995","59,135 mi."
"1091","2018 Porsche 718 Boxster S","$83,858","5,143 mi."
"1092","2000 Porsche 911 Carrera","$22,500","75,500 mi."
"1093","2022 Porsche Macan ","$65,991","2,959 mi."
"1094","2022 Porsche Macan ","$64,791","3,134 mi."
"1095","2017 Porsche Macan S","$42,990","39,813 mi."
"1096","2021 Porsche Macan ","$71,891","2,975 mi."
"1097","2016 Porsche Cayenne E-Hybrid ","$37,691","61,337 mi."
"1098","2022 Porsche Cayenne ","$81,951","2,987 mi."
"1099","2022 Porsche Macan ","$78,991","3,767 mi."
"1100","2022 Porsche Macan ","$63,598","3,330 mi."
"1101","2020 Porsche Cayenne ","$139,991","8,629 mi."
"1102","2021 Porsche Cayenne ","$76,991","8,614 mi."
"1103","2022 Porsche Macan ","$68,591","2,164 mi."
"1104","2022 Porsche Macan ","$79,991","2,134 mi."
"1105","2022 Porsche Macan ","$62,750","4,595 mi."
"1106","2018 Porsche Cayenne ","$46,759","43,356 mi."
"1107","2021 Porsche Panamera ","$114,590","9,071 mi."
"1108","2021 Porsche Cayenne ","$74,915","12,453 mi."
"1109","2022 Porsche Macan ","$63,709","3,657 mi."
"1110","2021 Porsche Taycan ","$121,991","3,345 mi."
"1111","2021 Porsche Taycan ","$113,991","6,220 mi."
"1112","2014 Porsche Panamera 2","$36,900","86,528 mi."
"1113","2018 Porsche Panamera 4","$69,999","41,808 mi."
"1114","2017 Porsche Macan Base","$33,574","66,637 mi."
"1115","2021 Porsche Taycan Base","$109,999","15,348 mi."
"1116","2019 Porsche Panamera 4","$69,000","44,932 mi."
"1117","2017 Porsche Macan Base","$41,200","25,688 mi."
"1118","2014 Porsche Cayenne S","$30,875","62,607 mi."
"1119","2022 Porsche 911 Carrera S","$165,888","2,850 mi."
"1120","2016 Porsche Cayenne Turbo","$55,800","31,800 mi."
"1121","2010 Porsche Panamera 4S","$34,900","54,344 mi."
"1122","2008 Porsche Boxster S","$25,523","74,775 mi."
"1123","2008 Porsche 911 Carrera S","$59,499","43,387 mi."
"1124","2018 Porsche Panamera Turbo","$94,990","26,927 mi."
"1125","2006 Porsche 911 Carrera","Not Priced","34,793 mi."
"1126","2016 Porsche 911 Targa 4","$114,800","14,774 mi."
"1127","2011 Porsche Boxster S","$42,800","31,949 mi."
"1128","2011 Porsche 911 Targa 4S","Not Priced","71,109 mi."
"1129","2015 Porsche Macan Turbo","Not Priced","47,212 mi."
"1130","2021 Porsche Macan Base","$60,004","18 mi."
"1131","2020 Porsche Macan S","$60,991","19,322 mi."
"1132","2020 Porsche Taycan 4S","$104,123","9,856 mi."
"1133","2020 Porsche Panamera E-Hybrid 4 E-Hybrid","$86,690","25,773 mi."
"1134","2020 Porsche Taycan 4S","$101,668","24,672 mi."
"1135","2021 Porsche Cayenne E-Hybrid AWD","$84,625","9,649 mi."
"1136","2020 Porsche Taycan Turbo","$130,908","2,783 mi."
"1137","2020 Porsche Taycan Turbo","$132,991","12,846 mi."
"1138","2018 Porsche Panamera 4S","$82,991","34,556 mi."
"1139","2019 Porsche Cayenne Turbo","$89,991","34,004 mi."
"1140","2019 Porsche Cayenne Base","Not Priced","28,071 mi."
"1141","2020 Porsche Taycan 4S","$105,000","5,140 mi."
"1142","2010 Porsche 911 GT3","$175,000","10,898 mi."
"1143","2020 Porsche Taycan Turbo S","$152,995","9,439 mi."
"1144","2021 Porsche Taycan Turbo S","$164,991","8,216 mi."
"1145","2009 Porsche 911 Carrera S Cabriolet","$47,500","85,780 mi."
"1146","2020 Porsche Taycan Turbo S","$149,201","4,489 mi."
"1147","2020 Porsche Cayenne Turbo","$116,665","27,692 mi."
"1148","2020 Porsche Taycan 4S","$101,667","6,649 mi."
"1149","2020 Porsche 911 Carrera S","$131,991","16,004 mi."
"1150","2022 Porsche 911 GT3","$270,000","1,631 mi."
"1151","2021 Porsche Cayenne E-Hybrid Coupe Base","$92,991","21,058 mi."
"1152","2022 Porsche Panamera ","$105,000","15 mi."
"1153","2020 Porsche Panamera 4","$83,995","15,090 mi."
"1154","2018 Porsche Macan S","$44,991","43,842 mi."
"1155","2018 Porsche Panamera 4S","$64,991","65,883 mi."
"1156","2019 Porsche Cayenne E-Hybrid Base","$67,995","34,862 mi."
"1157","2019 Porsche Cayenne Turbo","$107,000","8,977 mi."
"1158","2019 Porsche Cayenne Turbo","$93,050","26,831 mi."
"1159","2021 Porsche Cayenne GTS","$116,000","2,867 mi."
"1160","2020 Porsche Taycan Turbo S","$157,000","9,075 mi."
"1161","2020 Porsche Taycan 4S","$101,994","8,505 mi."
"1162","2020 Porsche Taycan 4S","$102,361","5,355 mi."
"1163","2022 Porsche Macan Base","$69,991","14 mi."
"1164","2022 Porsche Macan Base","$69,420","10 mi."
"1165","2018 Porsche Panamera E-Hybrid 4","$67,991","58,217 mi."
"1166","2022 Porsche 718 Cayman T","Not Priced","2,255 mi."
"1167","2007 Porsche Cayman ","$23,995","61,675 mi."
"1168","2020 Porsche Taycan Turbo","$124,995","13,556 mi."
"1169","2020 Porsche Taycan 4S","$105,000","11,632 mi."
"1170","2006 Porsche Cayenne S","Not Priced","136,695 mi."
"1171","2019 Porsche Cayenne S","$71,994","35,616 mi."
"1172","2019 Porsche Cayenne E-Hybrid Base","$72,881","31,768 mi."
"1173","2021 Porsche Macan S","Not Priced","1,939 mi."
"1174","2013 Porsche Cayenne Diesel","Not Priced","90,725 mi."
"1175","2016 Porsche Cayenne Turbo","$62,991","64,872 mi."
"1176","2005 Porsche Boxster S","Not Priced","137,644 mi."
"1177","2020 Porsche 911 ","$129,991","18,464 mi."
"1178","2021 Porsche Macan Turbo","$84,990","9,469 mi."
"1179","2021 Porsche Macan GTS","$78,920","13,587 mi."
"1180","2019 Porsche Macan Base","$50,989","11,159 mi."
"1181","2018 Porsche Macan GTS","$53,997","59,461 mi."
"1182","2013 Porsche Boxster Base","$37,297","33,721 mi."
"1183","2017 Porsche Macan S","$37,995","48,341 mi."
"1184","2022 Porsche Cayenne ","$76,998","5,272 mi."
"1185","2010 Porsche Panamera S","$30,599","85,003 mi."
"1186","1999 Porsche Boxster Base (M5)","$9,990","109,157 mi."
"1187","2014 Porsche Panamera E-Hybrid S","$29,500","129,753 mi."
"1188","2015 Porsche Macan S","$34,271","52,173 mi."
"1189","2018 Porsche Macan Base","$40,000","37,092 mi."
"1190","2009 Porsche Boxster S","$36,250","50,639 mi."
"1191","2019 Porsche 718 Boxster GTS","$75,800","12,813 mi."
"1192","2021 Porsche Taycan 4S","Not Priced","5,100 mi."
"1193","2019 Porsche 718 Boxster GTS","$75,800","12,813 mi."
"1194","2022 Porsche 911 Carrera","$156,995","564 mi."
"1195","2021 Porsche Macan S","$72,995","9,576 mi."
"1196","2021 Porsche Panamera 4","$99,995","10,124 mi."
"1197","2021 Porsche 718 Boxster Base","$75,995","14,606 mi."
"1198","2021 Porsche Taycan 4S","$130,995","4,038 mi."
"1199","2021 Porsche Cayenne S","$94,995","11,275 mi."
"1200","2021 Porsche Macan Base","$58,995","12,572 mi."
"1201","2022 Porsche Taycan 4S","$134,920","14,821 mi."
"1202","2021 Porsche Macan Base","$55,995","11,764 mi."
"1203","2021 Porsche Macan GTS","$95,995","8,304 mi."
"1204","2022 Porsche 911 GT3","$279,995","2,654 mi."
"1205","2013 Porsche Panamera 4","$28,495","99,139 mi."
"1206","2014 Porsche Cayenne Hybrid S","$22,478","103,967 mi."
"1207","2018 Porsche Macan Base","$38,373","53,854 mi."
"1208","2019 Porsche 911 ","Not Priced","13,089 mi."
"1209","1968 Porsche 912 RS","$99,995","8,316 mi."
"1210","2013 Porsche Panamera GTS","$44,995","51,961 mi."
"1211","2010 Porsche 911 Turbo","$95,616","37,119 mi."
"1212","2019 Porsche 911 Targa 4S","$159,985","10,771 mi."
"1213","2018 Porsche Macan ","$46,830","33,532 mi."
"1214","2021 Porsche Macan S","$67,985","17,166 mi."
"1215","2022 Porsche Taycan Cross Turismo 4S","$174,985","3,224 mi."
"1216","2021 Porsche 911 Turbo S","$279,985","85 mi."
"1217","2016 Porsche 911 Targa 4S","$129,985","24,324 mi."
"1218","2021 Porsche Cayenne Turbo","$129,997","5,992 mi."
"1219","2021 Porsche 718 Cayman GTS 4.0","$109,759","7,204 mi."
"1220","2014 Porsche Cayman Base","$48,989","29,749 mi."
"1221","2015 Porsche Macan S","$37,989","26,315 mi."
"1222","2019 Porsche Cayenne S","$79,851","23,549 mi."
"1223","2019 Porsche Cayenne S","$63,752","40,649 mi."
"1224","2022 Porsche Taycan Base","Not Priced","6,315 mi."
"1225","2008 Porsche Boxster Base","$21,995","75,682 mi."
"1226","2001 Porsche 911 Carrera","$29,995","0 mi."
"1227","2016 Porsche Cayenne S","$38,995","83,872 mi."
"1228","2015 Porsche Boxster Base","$44,995","47,113 mi."
"1229","2019 Porsche Cayenne E-Hybrid Base","$71,688","46,472 mi."
"1230","2018 Porsche Macan S","$39,992","44,923 mi."
"1231","2021 Porsche Macan Base","$61,804","2,305 mi."
"1232","2018 Porsche 718 Cayman S","$77,992","5,846 mi."
"1233","2018 Porsche Cayenne ","$49,998","35,067 mi."
"1234","2015 Porsche Panamera 4","$33,989","108,235 mi."
"1235","2013 Porsche Boxster S","$48,999","29,462 mi."
"1236","2018 Porsche 911 Carrera 4S","$119,000","19,542 mi."
"1237","2008 Porsche 911 Turbo Cabriolet","$79,950","53,069 mi."
"1238","2023 Porsche Cayenne AWD","$90,998","208 mi."
"1239","2022 Porsche 911 GT3","$299,900","441 mi."
"1240","2004 Porsche Carrera GT Base (M6)","Not Priced","4,750 mi."
"1241","2001 Porsche 911 Turbo","$53,999","79,865 mi."
"1242","2016 Porsche Panamera Turbo","$71,704","22,367 mi."
"1243","2009 Porsche Cayenne S","$8,999","152,328 mi."
"1244","2010 Porsche Boxster ","Not Priced","34,042 mi."
"1245","2018 Porsche Panamera 4S","$77,604","30,929 mi."
"1246","2022 Porsche 911 Turbo S","$284,777","621 mi."
"1247","2006 Porsche Boxster ","Not Priced","80,721 mi."
"1248","2014 Porsche Cayenne ","$24,999","48,423 mi."
"1249","2019 Porsche Cayenne Base","$55,749","56,000 mi."
"1250","2022 Porsche Cayenne Turbo GT","$219,888","75 mi."
"1251","2018 Porsche Panamera ","$92,890","14,959 mi."
"1252","2021 Porsche Macan ","$58,990","21,740 mi."
"1253","2019 Porsche 718 Cayman ","$68,990","25,046 mi."
"1254","2021 Porsche Macan ","$60,990","15,792 mi."
"1255","2022 Porsche Cayenne ","$86,464","9,662 mi."
"1256","2021 Porsche Macan ","$61,990","7,882 mi."
"1257","2018 Porsche Panamera E-Hybrid ","$79,990","42,343 mi."
"1258","2021 Porsche Cayenne ","$131,990","13,307 mi."
"1259","2020 Porsche 911 ","$131,500","14,069 mi."
"1260","2020 Porsche 911 ","$127,990","14,670 mi."
"1261","2017 Porsche 911 ","$119,198","11,071 mi."
"1262","2019 Porsche Cayenne ","$59,990","53,121 mi."
"1263","2018 Porsche 911 ","$169,990","8,854 mi."
"1264","2021 Porsche Macan ","$60,990","13,799 mi."
"1265","2021 Porsche Panamera ","$102,990","7,882 mi."
"1266","2021 Porsche Cayenne ","$77,986","13,820 mi."
"1267","2019 Porsche 718 Boxster ","$73,990","24,947 mi."
"1268","2017 Porsche Macan Base","$38,000","48,211 mi."
